materials;participant;is_test_trial;item;condition;position;question order;rating1;content
AcceptContextTask;83;no;6;ABott;41;1;3;"*Kontext*: Na tuhle atrakci můžou šestileté děti v doprovodu rodičů, osmileté (pokud mají víc jak 130 cm) a desetileté bez jakýchkoliv podmínek.

*Věta*: Na tu atrakci nemůžeš, protože protože ti není ani 6 let."
AcceptContextTask;83;no;7;ATop;61;1;3;"*Kontext*: Hudební festivaly na tomhle bývalém letišti trvají 3 dny, někdy 5 dnů, ale maximum je týden.

*Věta*: Poslední festival na bývalém letišti netrval ani týden."
AcceptContextTask;83;no;8;ZBott;59;1;1;"*Kontext*: Tenhle lék pomáhá od bolesti a v závislosti na mnoha faktorech úleva trvá 4 hodiny, někdy 8 hodin a maximální doložená účinnost je 12 hodin.

*Věta*: Ten lék mi včera neulevil od bolesti na žádné 3 hodiny."
AcceptContextTask;83;no;9;ZTop;49;1;5;"*Kontext*: Na přezutí pneumatik v pneuservisu si počkáte hodinu, někdy dvě hodiny a při velkém návalu i půl dne.

*Věta*: Včerejší přezutí pneumatik v pneuservisu netrvalo žádného půl dne."
AcceptContextTask;83;no;10;ABott;45;1;3;"*Kontext*: Cesta z jednoho konce města na druhý trvá veřejnou dopravou 50 minut, někdy hodinu a půl, ale můžete to jet i 3 hodiny.

*Věta*: Dneska ráno mi cesta z jednoho konce města na druhý dopravou nezabrala ani 50 minut."
AcceptContextTask;83;no;11;ATop;57;1;3;"*Kontext*: V tomhle lese najdeš za hodinu tak 20, někdy 30 a za dobrého počasí i 50 hub.

*Věta*: Včera jsem v tomhle lese nenašel ani 50 hub."
AcceptContextTask;83;no;12;ZBott;43;1;1;"*Kontext*: Šikovný trpaslík ze vsi najde v těchhle dolech za den 1, 2 někdy i 3 diamanty.

*Věta*: Jeden šikovný trpaslík ze vsi nenašel včera v dolech žádný diamant."
AcceptContextTask;84;no;1;ZBott;54;1;1;"*Kontext*: Profesor Novák učí předmět, do kterého chodí bakaláři, magistři i doktorandi. Doktorandi zvládnou zkoušku téměř všichni, magistři tak z poloviny, bakaláři jen výjimečně.

*Věta*: Včerejší zkoušku u profesora Nováka nesložili žádní doktorandi."
AcceptContextTask;84;no;2;ZTop;41;1;1;"*Kontext*: Za opravení pračky si za den opravář vezme 3000 Kč, někdy 5000 Kč a ve výjimečných případech 9000 Kč.

*Věta*: Včera si opravář za spravení pračky nevzal žádných 9000 Kč."
AcceptContextTask;84;no;3;ABott;50;1;1;"*Kontext*: Cesta z centra na periferii taxíkem stojí 200 Kč, někdy 250 Kč a maximálně 300 Kč.

*Věta*: Včera si taxikář za cestu z centra na periférii nevzal ani 200 Kč."
AcceptContextTask;84;no;4;ATop;62;1;4;"*Kontext*: Cesta vlakem z města do hor stojí podle toho, jestli jedete osobním vlakem, rychlíkem, případně 1. třídou zhruba 500 Kč, 700 Kč nebo až 900 Kč.

*Věta*: Včerejší cesta vlakem z města do hor nás nestála ani 900 Kč."
AcceptContextTask;84;no;5;ZBott;43;1;1;"*Kontext*: Za knížku o historii města zaplatíš v tomhle antikvariátu 500 Kč, 1500 Kč nebo až 3000 Kč.

*Věta*: Včera jsem v tomhle antikvariátu koupil knížku o historii města a nestálo mě to žádných 500 Kč."
AcceptContextTask;84;no;6;ZTop;60;1;1;"*Kontext*: Na tuhle atrakci můžou šestileté děti v doprovodu rodičů, osmileté (pokud mají víc jak 130 cm) a desetileté bez jakýchkoliv podmínek.

*Věta*: Na tu atrakci nemůžeš, protože protože ti není žádných 10 let."
AcceptContextTask;84;no;7;ABott;46;1;2;"*Kontext*: Hudební festivaly na tomhle bývalém letišti trvají 3 dny, někdy 5 dnů, ale maximum je týden.

*Věta*: Poslední festival na bývalém letišti netrval ani 3 dny."
AcceptContextTask;84;no;8;ATop;48;1;1;"*Kontext*: Tenhle lék pomáhá od bolesti a v závislosti na mnoha faktorech úleva trvá 4 hodiny, někdy 8 hodin a maximální doložená účinnost je 12 hodin.

*Věta*: Ten lék mi včera neulevil od bolesti ani na půl dne."
AcceptContextTask;84;no;9;ZBott;64;1;1;"*Kontext*: Na přezutí pneumatik v pneuservisu si počkáte hodinu, někdy dvě hodiny a při velkém návalu i půl dne.

*Věta*: Včerejší přezutí pneumatik v pneuservisu netrvalo žádnou hodinu."
AcceptContextTask;84;no;10;ZTop;56;1;1;"*Kontext*: Cesta z jednoho konce města na druhý trvá veřejnou dopravou 50 minut, někdy hodinu a půl, ale můžete to jet i 3 hodiny.

*Věta*: Dneska ráno mi cesta z jednoho konce města na druhý dopravou nezabrala žádné 3 hodiny."
AcceptContextTask;84;no;11;ABott;58;1;1;"*Kontext*: V tomhle lese najdeš za hodinu tak 20, někdy 30 a za dobrého počasí i 50 hub.

*Věta*: Včera jsem v tomhle lese nenašel ani 20 hub."
AcceptContextTask;84;no;12;ATop;52;1;1;"*Kontext*: Šikovný trpaslík ze vsi najde v těchhle dolech za den 1, 2 někdy i 3 diamanty.

*Věta*: Jeden šikovný trpaslík ze vsi nenašel včera v dolech ani 3 diamanty."
AcceptTask;1;no;1;basA;21;1;7;Profesor Novák nevyhodil ani jednoho akademika.
AcceptTask;1;no;2;basZ;9;1;5;Marie nejedla týden žádný chléb.
AcceptTask;1;no;3;EqA;38;1;2;Ministr zahraničí je tak chytrý jak ani jeden ministr.
AcceptTask;1;no;4;EqZ;19;1;7;Zloděj ze souostroví Qwghlm je tak šikovný jako žádný jiný zloděj.
AcceptTask;1;no;5;NRA;36;1;5;Racek nechce, aby mu utekl ani jeden hraboš.
AcceptTask;1;no;6;NRZ;40;1;3;Starosta nechce, aby farmář Karel prodal žádného králíka.
AcceptTask;1;no;7;basA;27;1;7;Policista Karel nepředjel ani jednoho řidiče. 
AcceptTask;1;no;8;basZ;30;1;5;Čtenáři Karlovi neutekla minulý týden žádná nová kniha.
AcceptTask;1;no;9;EqA;32;1;1;Tohle okno je tak špinavé jak ani jedno jiné.
AcceptTask;1;no;10;EqZ;25;1;6;Tenhle voják je tak poslušný jako žádný jiný voják.
AcceptTask;1;no;11;NRA;5;1;4;Kapitán nechce, aby na ostrov šel ani jeden námořník.
AcceptTask;1;no;12;NRZ;13;1;2;Ředitel továrny nechce, aby byl propuštěn žádný dělník.
AcceptTask;1;no;13;basA;7;1;6;Petr nechce při lyžování spadnout ani jednou.
AcceptTask;1;no;14;basZ;15;1;7;Pacient nebral žádný lék.
AcceptTask;1;no;15;EqA;11;1;2;Včerejší den byl tak deštivý jak ani jeden den v tomhle měsíci.
AcceptTask;1;no;16;EqZ;34;1;4;Tahle povídka je dobrá jako žádná jiná.
AcceptTask;1;no;17;NRA;17;1;6;Hajný nechce, aby v tomhle lese rostla ani jedna borovice.
AcceptTask;1;no;18;NRZ;23;1;2;Trenér nechce, aby fotbalisté prohráli žádný zápas.
AcceptTask;5;no;1;NRA;17;1;4;Profesor Novák nechce, abychom vyhodili ani jednoho akademika.
AcceptTask;5;no;2;NRZ;37;1;5;Petr nechce, aby Marie jedla týden žádný chléb.
AcceptTask;5;no;3;basA;15;1;3;Král nepotkal ani jednoho ministra.
AcceptTask;5;no;4;basZ;35;1;4;V království nezůstal žádný zloděj.
AcceptTask;5;no;5;EqA;5;1;3;Tenhle racek je tak šikovný jak ani jeden racek na pobřeží.
AcceptTask;5;no;6;EqZ;21;1;4;Farmář Karel prodá tolik králíků jako žádný farmář v okolí.
AcceptTask;5;no;7;NRA;7;1;4;Policista Karel nechce, aby ani jeden řidič jezdil proti předpisům.
AcceptTask;5;no;8;NRZ;25;1;5;Čtenář Karel nechce, aby mu utekla žádná nová kniha.
AcceptTask;5;no;9;basA;31;1;6;Uklízeč Karel neumyl ani jedno okno.
AcceptTask;5;no;10;basZ;13;1;3;Tajného jednání se nezúčastnil žádný voják.
AcceptTask;5;no;11;EqA;33;1;5;Tenhle námořník je tak statečný jak ani jeden jiný námořník.
AcceptTask;5;no;12;EqZ;11;1;3;Tenhle dělník je tak pracovitý jako žádný jiný.
AcceptTask;5;no;13;NRA;29;1;5;Petr nechce, aby při lyžování spadl ani jednou.
AcceptTask;5;no;14;NRZ;19;1;3;Lékař nechce, aby pacient bral žádný lék. 
AcceptTask;5;no;15;basA;9;1;4;Tento měsíc nepršelo ani jeden den.
AcceptTask;5;no;16;basZ;40;1;3;Ten spisovatel nevydal žádnou povídku.
AcceptTask;5;no;17;EqA;23;1;4;V tomhle lese jsou borovice vysoké jak na ani jednom jiném místě.
AcceptTask;5;no;18;EqZ;27;1;4;Zápasy v letošní sezóně byly tak těžké jako žádný zápas předtím.
AcceptTask;6;no;1;NRZ;22;1;5;Profesor Novák nechce, abychom vyhodili žádného akademika.
AcceptTask;6;no;2;basA;16;1;4;Marie nejedla týden ani chléb.
AcceptTask;6;no;3;basZ;40;1;7;Král nepotkal žádného ministra.
AcceptTask;6;no;4;EqA;26;1;4;Zloděj ze souostroví Qwghlm je tak šikovný jako ani jeden zloděj.
AcceptTask;6;no;5;EqZ;12;1;4;Tenhle racek je tak šikovný jak žádný jiný racek na pobřeží.
AcceptTask;6;no;6;NRA;14;1;5;Starosta nechce, aby farmář Karel prodal ani jednoho králíka.
AcceptTask;6;no;7;NRZ;38;1;5;Policista Karel nechce, aby žádný řidič jezdil proti předpisům.
AcceptTask;6;no;8;basA;34;1;6;Čtenáři Karlovi neutekla minulý týden ani jedna nová kniha.
AcceptTask;6;no;9;basZ;9;1;5;Uklízeč Karel neumyl žádné okno.
AcceptTask;6;no;10;EqA;32;1;3;Tenhle voják je tak poslušný jako ani jeden jiný voják.
AcceptTask;6;no;11;EqZ;18;1;4;Tenhle námořník je tak statečný jak žádný jiný námořník.
AcceptTask;6;no;12;NRA;20;1;6;Ředitel továrny nechce, aby byl propuštěn ani jeden dělník.
AcceptTask;6;no;13;NRZ;7;1;5;Petr nechce, aby při lyžování nikdy spadl.
AcceptTask;6;no;14;basA;24;1;7;Pacient nebral ani jeden lék.
AcceptTask;6;no;15;basZ;36;1;7;Tento měsíc nerpšelo žádný den.
AcceptTask;6;no;16;EqA;5;1;3;Tahle povídka je dobrá jako ani jedna jiná povídka.
AcceptTask;6;no;17;EqZ;30;1;5;V tomhle lese jsou borovice vysoké jak na žádném jiném místě.
AcceptTask;6;no;18;NRA;28;1;7;Trenér nechce, aby fotbalisté prohráli ani jeden zápas.
AcceptTask;7;no;1;basA;23;1;7;Profesor Novák nevyhodil ani jednoho akademika.
AcceptTask;7;no;2;basZ;34;1;5;Marie nejedla týden žádný chléb.
AcceptTask;7;no;3;EqA;38;1;3;Ministr zahraničí je tak chytrý jak ani jeden ministr.
AcceptTask;7;no;4;EqZ;36;1;7;Zloděj ze souostroví Qwghlm je tak šikovný jako žádný jiný zloděj.
AcceptTask;7;no;5;NRA;40;1;2;Racek nechce, aby mu utekl ani jeden hraboš.
AcceptTask;7;no;6;NRZ;19;1;2;Starosta nechce, aby farmář Karel prodal žádného králíka.
AcceptTask;7;no;7;basA;17;1;7;Policista Karel nepředjel ani jednoho řidiče. 
AcceptTask;7;no;8;basZ;9;1;7;Čtenáři Karlovi neutekla minulý týden žádná nová kniha.
AcceptTask;7;no;9;EqA;29;1;1;Tohle okno je tak špinavé jak ani jedno jiné.
AcceptTask;7;no;10;EqZ;11;1;3;Tenhle voják je tak poslušný jako žádný jiný voják.
AcceptTask;7;no;11;NRA;27;1;3;Kapitán nechce, aby na ostrov šel ani jeden námořník.
AcceptTask;7;no;12;NRZ;13;1;2;Ředitel továrny nechce, aby byl propuštěn žádný dělník.
AcceptTask;7;no;13;basA;7;1;3;Petr nechce při lyžování spadnout ani jednou.
AcceptTask;7;no;14;basZ;5;1;3;Pacient nebral žádný lék.
AcceptTask;7;no;15;EqA;21;1;4;Včerejší den byl tak deštivý jak ani jeden den v tomhle měsíci.
AcceptTask;7;no;16;EqZ;25;1;4;Tahle povídka je dobrá jako žádná jiná.
AcceptTask;7;no;17;NRA;15;1;3;Hajný nechce, aby v tomhle lese rostla ani jedna borovice.
AcceptTask;7;no;18;NRZ;31;1;3;Trenér nechce, aby fotbalisté prohráli žádný zápas.
AcceptTask;8;no;1;basZ;5;1;7;Profesor Novák nevyhodil žádného akademika.
AcceptTask;8;no;2;EqA;12;1;5;Kváskový chléb chutná jak ani jeden jiný chléb.
AcceptTask;8;no;3;EqZ;7;1;6;Ministr zahraničí je tak chytrý jak žádný jiný ministr.
AcceptTask;8;no;4;NRA;28;1;1;Král nechce, aby v království zůstal ani jeden zloděj.
AcceptTask;8;no;5;NRZ;20;1;5;Racek nechce, aby mu utekl žádný hraboš.
AcceptTask;8;no;6;basA;34;1;7;Farmář Karel neprodal ani jednoho králíka.
AcceptTask;8;no;7;basZ;9;1;7;Policista Karel nepředjel žádného řidiče.
AcceptTask;8;no;8;EqA;36;1;3;Tahle kniha je tak nová jak ani jedna jiná kniha.
AcceptTask;8;no;9;EqZ;18;1;6;Tohle okno je tak špinavé jak žádné jiné.
AcceptTask;8;no;10;NRA;24;1;3;Generál nechce, aby se tajného jednání zúčastnil ani jeden voják.
AcceptTask;8;no;11;NRZ;40;1;2;Kapitán nechce, aby na ostrov šel žádný námořník.
AcceptTask;8;no;12;basA;22;1;6;Ředitel továrny nepropustil ani jednoho dělníka.
AcceptTask;8;no;13;basZ;26;1;6;Petr nechce při lyžování nikdy spadnout.
AcceptTask;8;no;14;EqA;16;1;7;Tenhle lék pomáhá tak jak žádný jiný lék.
AcceptTask;8;no;15;EqZ;30;1;4;Včerejší den byl tak deštivý jak žádný jiný den v tomhle měsíci.
AcceptTask;8;no;16;NRA;38;1;2;Nakladatel nechce, aby ten spisovatel vydal ani jednu povídku.
AcceptTask;8;no;17;NRZ;32;1;2;Hajný nechce, aby v tomhle lese rostla žádná borovice.
AcceptTask;8;no;18;basA;14;1;7;Fotbalisté neprohráli ani jeden zápas.
AcceptTask;10;no;1;EqZ;40;1;3;Profesor Novák je tak chytrý jak žádný akademik na celé fakultě.
AcceptTask;10;no;2;NRA;36;1;2;Petr nechce, aby Marie jedla týden ani chléb.
AcceptTask;10;no;3;NRZ;17;1;2;Novinář nechce, aby král potkal žádného ministra.
AcceptTask;10;no;4;basA;9;1;7;V království nezůstal ani jeden zloděj.
AcceptTask;10;no;5;basZ;23;1;7;Rackovi neutekl žádný hraboš.
AcceptTask;10;no;6;EqA;25;1;6;Farmář Karel prodá tolik králíků jako ani jeden farmář v okolí.
AcceptTask;10;no;7;EqZ;13;1;5;Tenhle řidič jel tak rychle jak žádný jiný před ním.
AcceptTask;10;no;8;NRA;27;1;2;Čtenář Karel nechce, aby mu utekla ani jedna nová kniha.
AcceptTask;10;no;9;NRZ;34;1;2;Uklízeč Karel nechce, aby žádné okno zůstalo špinavé.
AcceptTask;10;no;10;basA;5;1;6;Tajného jednání se nezúčastnil ani jeden voják.
AcceptTask;10;no;11;basZ;15;1;6;Na ostrov nešel žádný námořník.
AcceptTask;10;no;12;EqA;32;1;2;Tenhle dělník je tak pracovitý jako ani jeden jiný dělník.
AcceptTask;10;no;13;EqZ;29;1;6;Petr si dnes zalyžoval tak jak nikdy předtím.
AcceptTask;10;no;14;NRA;21;1;2;Lékař nechce, aby pacient bral ani jeden lék.
AcceptTask;10;no;15;NRZ;11;1;1;Turisté nechtějí, aby pršelo žádný den.
AcceptTask;10;no;16;basA;38;1;7;Ten spisovatel nevydal ani jednu povídku.
AcceptTask;10;no;17;basZ;19;1;7;V tomhle lese neroste žádná borovice.
AcceptTask;10;no;18;EqA;7;1;5;Zápasy v letošní sezóně byly tak těžké jako ani jeden zápas předtím.
AcceptTask;11;no;1;NRA;32;1;2;Profesor Novák nechce, abychom vyhodili ani jednoho akademika.
AcceptTask;11;no;2;NRZ;36;1;2;Petr nechce, aby Marie jedla týden žádný chléb.
AcceptTask;11;no;3;basA;8;1;7;Král nepotkal ani jednoho ministra.
AcceptTask;11;no;4;basZ;18;1;6;V království nezůstal žádný zloděj.
AcceptTask;11;no;5;EqA;24;1;1;Tenhle racek je tak šikovný jak ani jeden racek na pobřeží.
AcceptTask;11;no;6;EqZ;6;1;6;Farmář Karel prodá tolik králíků jako žádný farmář v okolí.
AcceptTask;11;no;7;NRA;12;1;2;Policista Karel nechce, aby ani jeden řidič jezdil proti předpisům.
AcceptTask;11;no;8;NRZ;14;1;1;Čtenář Karel nechce, aby mu utekla žádná nová kniha.
AcceptTask;11;no;9;basA;16;1;7;Uklízeč Karel neumyl ani jedno okno.
AcceptTask;11;no;10;basZ;28;1;2;Tajného jednání se nezúčastnil žádný voják.
AcceptTask;11;no;11;EqA;40;1;1;Tenhle námořník je tak statečný jak ani jeden jiný námořník.
AcceptTask;11;no;12;EqZ;38;1;7;Tenhle dělník je tak pracovitý jako žádný jiný.
AcceptTask;11;no;13;NRA;22;1;1;Petr nechce, aby při lyžování spadl ani jednou.
AcceptTask;11;no;14;NRZ;26;1;1;Lékař nechce, aby pacient bral žádný lék. 
AcceptTask;11;no;15;basA;20;1;5;Tento měsíc nepršelo ani jeden den.
AcceptTask;11;no;16;basZ;34;1;7;Ten spisovatel nevydal žádnou povídku.
AcceptTask;11;no;17;EqA;30;1;1;V tomhle lese jsou borovice vysoké jak na ani jednom jiném místě.
AcceptTask;11;no;18;EqZ;10;1;3;Zápasy v letošní sezóně byly tak těžké jako žádný zápas předtím.
AcceptTask;12;no;1;NRZ;32;1;1;Profesor Novák nechce, abychom vyhodili žádného akademika.
AcceptTask;12;no;2;basA;9;1;7;Marie nejedla týden ani chléb.
AcceptTask;12;no;3;basZ;22;1;7;Král nepotkal žádného ministra.
AcceptTask;12;no;4;EqA;18;1;1;Zloděj ze souostroví Qwghlm je tak šikovný jako ani jeden zloděj.
AcceptTask;12;no;5;EqZ;16;1;7;Tenhle racek je tak šikovný jak žádný jiný racek na pobřeží.
AcceptTask;12;no;6;NRA;7;1;7;Starosta nechce, aby farmář Karel prodal ani jednoho králíka.
AcceptTask;12;no;7;NRZ;24;1;6;Policista Karel nechce, aby žádný řidič jezdil proti předpisům.
AcceptTask;12;no;8;basA;20;1;7;Čtenáři Karlovi neutekla minulý týden ani jedna nová kniha.
AcceptTask;12;no;9;basZ;30;1;7;Uklízeč Karel neumyl žádné okno.
AcceptTask;12;no;10;EqA;34;1;1;Tenhle voják je tak poslušný jako ani jeden jiný voják.
AcceptTask;12;no;11;EqZ;12;1;6;Tenhle námořník je tak statečný jak žádný jiný námořník.
AcceptTask;12;no;12;NRA;36;1;7;Ředitel továrny nechce, aby byl propuštěn ani jeden dělník.
AcceptTask;12;no;13;NRZ;5;1;7;Petr nechce, aby při lyžování nikdy spadl.
AcceptTask;12;no;14;basA;38;1;5;Pacient nebral ani jeden lék.
AcceptTask;12;no;15;basZ;40;1;6;Tento měsíc nerpšelo žádný den.
AcceptTask;12;no;16;EqA;28;1;1;Tahle povídka je dobrá jako ani jedna jiná povídka.
AcceptTask;12;no;17;EqZ;26;1;6;V tomhle lese jsou borovice vysoké jak na žádném jiném místě.
AcceptTask;12;no;18;NRA;14;1;7;Trenér nechce, aby fotbalisté prohráli ani jeden zápas.
AcceptTask;13;no;1;basA;30;1;2;Profesor Novák nevyhodil ani jednoho akademika.
AcceptTask;13;no;2;basZ;19;1;6;Marie nejedla týden žádný chléb.
AcceptTask;13;no;3;EqA;17;1;1;Ministr zahraničí je tak chytrý jak ani jeden ministr.
AcceptTask;13;no;4;EqZ;24;1;2;Zloděj ze souostroví Qwghlm je tak šikovný jako žádný jiný zloděj.
AcceptTask;13;no;5;NRA;22;1;1;Racek nechce, aby mu utekl ani jeden hraboš.
AcceptTask;13;no;6;NRZ;36;1;2;Starosta nechce, aby farmář Karel prodal žádného králíka.
AcceptTask;13;no;7;basA;13;1;1;Policista Karel nepředjel ani jednoho řidiče. 
AcceptTask;13;no;8;basZ;11;1;1;Čtenáři Karlovi neutekla minulý týden žádná nová kniha.
AcceptTask;13;no;9;EqA;38;1;2;Tohle okno je tak špinavé jak ani jedno jiné.
AcceptTask;13;no;10;EqZ;15;1;2;Tenhle voják je tak poslušný jako žádný jiný voják.
AcceptTask;13;no;11;NRA;34;1;3;Kapitán nechce, aby na ostrov šel ani jeden námořník.
AcceptTask;13;no;12;NRZ;9;1;6;Ředitel továrny nechce, aby byl propuštěn žádný dělník.
AcceptTask;13;no;13;basA;5;1;1;Petr nechce při lyžování spadnout ani jednou.
AcceptTask;13;no;14;basZ;40;1;6;Pacient nebral žádný lék.
AcceptTask;13;no;15;EqA;32;1;2;Včerejší den byl tak deštivý jak ani jeden den v tomhle měsíci.
AcceptTask;13;no;16;EqZ;7;1;5;Tahle povídka je dobrá jako žádná jiná.
AcceptTask;13;no;17;NRA;28;1;2;Hajný nechce, aby v tomhle lese rostla ani jedna borovice.
AcceptTask;13;no;18;NRZ;26;1;2;Trenér nechce, aby fotbalisté prohráli žádný zápas.
AcceptTask;14;no;1;EqZ;26;1;7;Profesor Novák je tak chytrý jak žádný akademik na celé fakultě.
AcceptTask;14;no;2;NRA;34;1;1;Petr nechce, aby Marie jedla týden ani chléb.
AcceptTask;14;no;3;NRZ;18;1;1;Novinář nechce, aby král potkal žádného ministra.
AcceptTask;14;no;4;basA;9;1;7;V království nezůstal ani jeden zloděj.
AcceptTask;14;no;5;basZ;12;1;7;Rackovi neutekl žádný hraboš.
AcceptTask;14;no;6;EqA;14;1;1;Farmář Karel prodá tolik králíků jako ani jeden farmář v okolí.
AcceptTask;14;no;7;EqZ;20;1;7;Tenhle řidič jel tak rychle jak žádný jiný před ním.
AcceptTask;14;no;8;NRA;40;1;1;Čtenář Karel nechce, aby mu utekla ani jedna nová kniha.
AcceptTask;14;no;9;NRZ;24;1;1;Uklízeč Karel nechce, aby žádné okno zůstalo špinavé.
AcceptTask;14;no;10;basA;22;1;7;Tajného jednání se nezúčastnil ani jeden voják.
AcceptTask;14;no;11;basZ;5;1;7;Na ostrov nešel žádný námořník.
AcceptTask;14;no;12;EqA;36;1;1;Tenhle dělník je tak pracovitý jako ani jeden jiný dělník.
AcceptTask;14;no;13;EqZ;16;1;7;Petr si dnes zalyžoval tak jak nikdy předtím.
AcceptTask;14;no;14;NRA;30;1;1;Lékař nechce, aby pacient bral ani jeden lék.
AcceptTask;14;no;15;NRZ;7;1;2;Turisté nechtějí, aby pršelo žádný den.
AcceptTask;14;no;16;basA;32;1;7;Ten spisovatel nevydal ani jednu povídku.
AcceptTask;14;no;17;basZ;38;1;7;V tomhle lese neroste žádná borovice.
AcceptTask;14;no;18;EqA;28;1;1;Zápasy v letošní sezóně byly tak těžké jako ani jeden zápas předtím.
AcceptTask;16;no;1;EqZ;8;1;4;Profesor Novák je tak chytrý jak žádný akademik na celé fakultě.
AcceptTask;16;no;2;NRA;20;1;1;Petr nechce, aby Marie jedla týden ani chléb.
AcceptTask;16;no;3;NRZ;18;1;3;Novinář nechce, aby král potkal žádného ministra.
AcceptTask;16;no;4;basA;30;1;7;V království nezůstal ani jeden zloděj.
AcceptTask;16;no;5;basZ;28;1;7;Rackovi neutekl žádný hraboš.
AcceptTask;16;no;6;EqA;32;1;7;Farmář Karel prodá tolik králíků jako ani jeden farmář v okolí.
AcceptTask;16;no;7;EqZ;38;1;6;Tenhle řidič jel tak rychle jak žádný jiný před ním.
AcceptTask;16;no;8;NRA;16;1;2;Čtenář Karel nechce, aby mu utekla ani jedna nová kniha.
AcceptTask;16;no;9;NRZ;24;1;2;Uklízeč Karel nechce, aby žádné okno zůstalo špinavé.
AcceptTask;16;no;10;basA;36;1;7;Tajného jednání se nezúčastnil ani jeden voják.
AcceptTask;16;no;11;basZ;34;1;7;Na ostrov nešel žádný námořník.
AcceptTask;16;no;12;EqA;12;1;2;Tenhle dělník je tak pracovitý jako ani jeden jiný dělník.
AcceptTask;16;no;13;EqZ;22;1;6;Petr si dnes zalyžoval tak jak nikdy předtím.
AcceptTask;16;no;14;NRA;5;1;3;Lékař nechce, aby pacient bral ani jeden lék.
AcceptTask;16;no;15;NRZ;10;1;3;Turisté nechtějí, aby pršelo žádný den.
AcceptTask;16;no;16;basA;40;1;7;Ten spisovatel nevydal ani jednu povídku.
AcceptTask;16;no;17;basZ;14;1;7;V tomhle lese neroste žádná borovice.
AcceptTask;16;no;18;EqA;26;1;5;Zápasy v letošní sezóně byly tak těžké jako ani jeden zápas předtím.
AcceptTask;17;no;1;basA;32;1;5;Profesor Novák nevyhodil ani jednoho akademika.
AcceptTask;17;no;2;basZ;28;1;3;Marie nejedla týden žádný chléb.
AcceptTask;17;no;3;EqA;40;1;1;Ministr zahraničí je tak chytrý jak ani jeden ministr.
AcceptTask;17;no;4;EqZ;10;1;6;Zloděj ze souostroví Qwghlm je tak šikovný jako žádný jiný zloděj.
AcceptTask;17;no;5;NRA;34;1;6;Racek nechce, aby mu utekl ani jeden hraboš.
AcceptTask;17;no;6;NRZ;30;1;3;Starosta nechce, aby farmář Karel prodal žádného králíka.
AcceptTask;17;no;7;basA;12;1;6;Policista Karel nepředjel ani jednoho řidiče. 
AcceptTask;17;no;8;basZ;8;1;6;Čtenáři Karlovi neutekla minulý týden žádná nová kniha.
AcceptTask;17;no;9;EqA;24;1;1;Tohle okno je tak špinavé jak ani jedno jiné.
AcceptTask;17;no;10;EqZ;14;1;6;Tenhle voják je tak poslušný jako žádný jiný voják.
AcceptTask;17;no;11;NRA;6;1;2;Kapitán nechce, aby na ostrov šel ani jeden námořník.
AcceptTask;17;no;12;NRZ;18;1;6;Ředitel továrny nechce, aby byl propuštěn žádný dělník.
AcceptTask;17;no;13;basA;16;1;5;Petr nechce při lyžování spadnout ani jednou.
AcceptTask;17;no;14;basZ;20;1;6;Pacient nebral žádný lék.
AcceptTask;17;no;15;EqA;36;1;4;Včerejší den byl tak deštivý jak ani jeden den v tomhle měsíci.
AcceptTask;17;no;16;EqZ;26;1;3;Tahle povídka je dobrá jako žádná jiná.
AcceptTask;17;no;17;NRA;38;1;6;Hajný nechce, aby v tomhle lese rostla ani jedna borovice.
AcceptTask;17;no;18;NRZ;22;1;1;Trenér nechce, aby fotbalisté prohráli žádný zápas.
AcceptTask;18;no;1;EqZ;27;1;4;Profesor Novák je tak chytrý jak žádný akademik na celé fakultě.
AcceptTask;18;no;2;NRA;23;1;2;Petr nechce, aby Marie jedla týden ani chléb.
AcceptTask;18;no;3;NRZ;19;1;1;Novinář nechce, aby král potkal žádného ministra.
AcceptTask;18;no;4;basA;21;1;7;V království nezůstal ani jeden zloděj.
AcceptTask;18;no;5;basZ;29;1;7;Rackovi neutekl žádný hraboš.
AcceptTask;18;no;6;EqA;9;1;3;Farmář Karel prodá tolik králíků jako ani jeden farmář v okolí.
AcceptTask;18;no;7;EqZ;7;1;6;Tenhle řidič jel tak rychle jak žádný jiný před ním.
AcceptTask;18;no;8;NRA;38;1;7;Čtenář Karel nechce, aby mu utekla ani jedna nová kniha.
AcceptTask;18;no;9;NRZ;13;1;2;Uklízeč Karel nechce, aby žádné okno zůstalo špinavé.
AcceptTask;18;no;10;basA;40;1;7;Tajného jednání se nezúčastnil ani jeden voják.
AcceptTask;18;no;11;basZ;35;1;7;Na ostrov nešel žádný námořník.
AcceptTask;18;no;12;EqA;33;1;5;Tenhle dělník je tak pracovitý jako ani jeden jiný dělník.
AcceptTask;18;no;13;EqZ;17;1;7;Petr si dnes zalyžoval tak jak nikdy předtím.
AcceptTask;18;no;14;NRA;11;1;5;Lékař nechce, aby pacient bral ani jeden lék.
AcceptTask;18;no;15;NRZ;31;1;3;Turisté nechtějí, aby pršelo žádný den.
AcceptTask;18;no;16;basA;25;1;7;Ten spisovatel nevydal ani jednu povídku.
AcceptTask;18;no;17;basZ;5;1;6;V tomhle lese neroste žádná borovice.
AcceptTask;18;no;18;EqA;15;1;6;Zápasy v letošní sezóně byly tak těžké jako ani jeden zápas předtím.
